idx,T,quality,v0,w0,tc_real,tc_twin,dtc,air_com_dev_mm,air_ang_dev_deg,contact_frames_real,contact_frames_twin,stop_dist_real,stop_dist_twin,e_z_real,e_z_twin,rest_offset_w
0,111,fit,1.3391368756721636,5.224510650123767,11,11,0,0.18509966017718074,0.062620862813196,82,100,0.4031098783016205,0.48973908706529773,0.09632977,0.014903074343759367,0.8957012635972467
1,99,fit,1.1126430885453118,3.153414366927388,14,14,0,0.4044890320231393,0.07517238152184669,67,60,0.27458685636520386,0.2177275197221478,0.018714849,0.03479840877414154,0.545376876579617
2,104,fit,1.1842271392262225,4.241812957860962,11,11,0,0.14714755702743834,0.06444047815648919,73,71,0.3160378932952881,0.29239590832317536,0.045541037,0.12533881588385629,0.24766293517287982
3,111,fit,1.2380356893339635,3.5259657371594844,15,15,0,0.26705169421200775,0.11899260517723857,77,74,0.34995049238204956,0.31666898237502933,0.14506747,0.09524458046266547,0.34592415978532043
4,90,fit,1.0633523305849486,3.9489505054703393,21,21,0,0.4513126769465035,0.15059548995604874,51,57,0.18765677511692047,0.1993061670969486,0.13458951,0.0,0.17182993524699572
5,104,fit,1.1174659284453319,2.0423768550959034,21,21,0,0.3896618551774341,0.11861047112096557,65,59,0.24487075209617615,0.21338005417238648,0.12111304,0.028969249385964884,0.3441856234970417
6,101,fit,1.2250308705085768,4.0693891478900115,13,13,0,0.17836811351616555,0.11759337977939145,70,73,0.306805819272995,0.31124568595005525,0.12965216,0.18993207044011637,0.04200540054915222
7,105,fit,1.1338154679338635,6.716479673986876,16,16,0,0.36939161170165796,0.110349729789659,71,89,0.32051464915275574,0.4070797051635877,0.0,0.0,0.8422827601103922
8,98,fit,1.0227561600505186,0.742771263205658,17,17,0,0.298905545802803,0.1816982401223033,64,81,0.2512023448944092,0.3333063808905454,0.33558625,0.22910258648798087,0.8126272224579563
9,102,fit,1.1374396198225898,3.432872903274964,12,12,0,0.18530904959662792,0.06164706623970963,72,68,0.2869386076927185,0.2687930311049847,0.2694296,0.3245721281056434,0.31510660833007537
10,105,fit,1.095575096554239,3.1007709324406156,13,14,1,0.3491440521561588,0.3113858944716493,73,67,0.27073797583580017,0.2518422781408441,0.30464384,0.32509014567173006,0.4851739638411351
11,104,fit,1.1074410973691553,2.64173772633113,18,18,0,0.3680427325155599,0.2031778173767707,67,63,0.2643454372882843,0.23834878229722267,0.1780551,0.046279513364491646,0.2846935895437977
12,111,fit,1.1011887256001873,0.547241870203375,22,22,0,0.45441387108832243,0.11132769311556295,71,89,0.3033127188682556,0.41843935231146967,0.0,0.0,1.1070869083912587
13,104,fit,1.0563934155188914,2.3882888025506595,15,15,0,0.3737312473861126,0.1281890043419374,70,62,0.277720183134079,0.22511588105309105,0.37782225,0.37825480994589944,0.5468839938108928
